customer_id,transaction_date,channel,time_slot,amount,is_weekend
58,2022-04-30 12:00:00,In-Store,Evening,253.39,1
183,2022-04-30 18:00:00,Online,Morning,147.4,1
90,2022-05-01 00:00:00,Online,Evening,234.35,1
117,2022-05-01 06:00:00,Online,Morning,203.49,1
62,2022-05-01 12:00:00,Online,Afternoon,218.66,1
23,2022-05-01 18:00:00,Online,Morning,150.32,1
127,2022-05-02 00:00:00,Online,Afternoon,191.86,0
137,2022-05-02 06:00:00,Online,Afternoon,242.63,0
140,2022-05-02 12:00:00,In-Store,Afternoon,122.38,0
129,2022-05-02 18:00:00,In-Store,Afternoon,242.76,0
58,2022-05-03 00:00:00,Online,Morning,179.64,0
122,2022-05-03 06:00:00,Online,Evening,53.94,0
1,2022-05-03 12:00:00,In-Store,Afternoon,12.28,0
34,2022-05-03 18:00:00,Online,Morning,112.01,0
96,2022-05-04 00:00:00,In-Store,,,0
126,2022-05-04 06:00:00,In-Store,Morning,252.75,0
118,2022-05-04 12:00:00,In-Store,Morning,42.61,0
48,2022-05-04 18:00:00,Online,Morning,241.06,0
89,2022-05-05 00:00:00,Online,Evening,259.59,0
117,2022-05-05 06:00:00,In-Store,Morning,,0
129,2022-05-05 12:00:00,In-Store,Morning,256.22,0
16,2022-05-05 18:00:00,In-Store,Evening,297.48,0
189,2022-05-06 00:00:00,In-Store,Evening,219.42,0
192,2022-05-06 06:00:00,In-Store,Morning,236.51,0
191,2022-05-06 12:00:00,Online,Evening,298.35,0
69,2022-05-06 18:00:00,In-Store,,183.62,0
22,2022-05-07 00:00:00,Online,Afternoon,95.83,1
93,2022-05-07 06:00:00,In-Store,Evening,252.07,1
195,2022-05-07 12:00:00,Online,Evening,186.27,1
76,2022-05-07 18:00:00,Online,Morning,176.45,1
154,2022-05-08 00:00:00,Online,,79.82,1
144,2022-05-08 06:00:00,Online,Morning,228.12,1
179,2022-05-08 12:00:00,Online,Afternoon,29.09,1
86,2022-05-08 18:00:00,Online,Evening,277.66,1
185,2022-05-09 00:00:00,In-Store,Morning,101.12,0
29,2022-05-09 06:00:00,Online,Morning,42.69,0
69,2022-05-09 12:00:00,In-Store,Afternoon,135.5,0
47,2022-05-09 18:00:00,Online,Evening,17.53,0
94,2022-05-10 00:00:00,Online,Afternoon,206.96,0
190,2022-05-10 06:00:00,In-Store,Morning,271.3,0
197,2022-05-10 12:00:00,Online,Morning,251.99,0
144,2022-05-10 18:00:00,In-Store,Evening,42.57,0
176,2022-05-11 00:00:00,In-Store,Morning,42.25,0
85,2022-05-11 06:00:00,In-Store,Evening,244.96,0
39,2022-05-11 12:00:00,In-Store,,277.66,0
100,2022-05-11 18:00:00,Online,Evening,140.9,0
33,2022-05-12 00:00:00,Online,Evening,152.2,0
101,2022-05-12 06:00:00,In-Store,Morning,98.89,0
23,2022-05-12 12:00:00,Online,Morning,,0
10,2022-05-12 18:00:00,Online,Evening,195.25,0
69,2022-05-13 00:00:00,In-Store,Morning,90.03,0
100,2022-05-13 06:00:00,Online,Morning,93.14,0
34,2022-05-13 12:00:00,In-Store,Morning,267.9,0
180,2022-05-13 18:00:00,In-Store,Evening,9.02,0
138,2022-05-14 00:00:00,Online,Morning,100.2,1
147,2022-05-14 06:00:00,Online,Evening,168.54,1
186,2022-05-14 12:00:00,Online,Morning,48.72,1
96,2022-05-14 18:00:00,In-Store,Afternoon,32.17,1
1,2022-05-15 00:00:00,In-Store,Morning,245.51,1
69,2022-05-15 06:00:00,Online,Morning,268.85,1
4,2022-05-15 12:00:00,Online,Evening,247.96,1
16,2022-05-15 18:00:00,Online,Evening,270.14,1
24,2022-05-16 00:00:00,Online,Morning,168.17,0
80,2022-05-16 06:00:00,In-Store,Afternoon,,0
2,2022-05-16 12:00:00,Online,Morning,118.29,0
128,2022-05-16 18:00:00,In-Store,Morning,201.55,0
160,2022-05-17 00:00:00,In-Store,Afternoon,296.71,0
84,2022-05-17 06:00:00,Online,,71.59,0
152,2022-05-17 12:00:00,Online,Morning,120.02,0
140,2022-05-17 18:00:00,Online,Evening,146.61,0
178,2022-05-18 00:00:00,In-Store,Evening,45.71,0
163,2022-05-18 06:00:00,Online,Afternoon,28.91,0
124,2022-05-18 12:00:00,Online,Afternoon,249.77,0
33,2022-05-18 18:00:00,In-Store,Evening,293.15,0
161,2022-05-19 00:00:00,Online,Morning,124.39,0
189,2022-05-19 06:00:00,In-Store,Evening,30.86,0
179,2022-05-19 12:00:00,Online,Morning,24.41,0
171,2022-05-19 18:00:00,In-Store,Morning,,0
101,2022-05-20 00:00:00,Online,Afternoon,141.83,0
12,2022-05-20 06:00:00,Online,Morning,99.41,0
67,2022-05-20 12:00:00,In-Store,,145.56,0
65,2022-05-20 18:00:00,In-Store,Evening,98.9,0
161,2022-05-21 00:00:00,Online,Afternoon,149.27,1
168,2022-05-21 06:00:00,In-Store,,258.57,1
74,2022-05-21 12:00:00,In-Store,Morning,179.73,1
43,2022-05-21 18:00:00,In-Store,Afternoon,209.92,1
44,2022-05-22 00:00:00,In-Store,Evening,112.58,1
29,2022-05-22 06:00:00,Online,Afternoon,,1
141,2022-05-22 12:00:00,Online,Afternoon,201.65,1
12,2022-05-22 18:00:00,In-Store,Morning,40.27,1
95,2022-05-23 00:00:00,In-Store,Morning,173.93,0
46,2022-05-23 06:00:00,In-Store,,80.74,0
130,2022-05-23 12:00:00,In-Store,Morning,242.21,0
35,2022-05-23 18:00:00,Online,Morning,130.65,0
81,2022-05-24 00:00:00,Online,Afternoon,298.43,0
90,2022-05-24 06:00:00,In-Store,Morning,,0
8,2022-05-24 12:00:00,In-Store,Evening,235.2,0
93,2022-05-24 18:00:00,In-Store,Afternoon,203.74,0
154,2022-05-25 00:00:00,Online,Evening,231.41,0
90,2022-05-25 06:00:00,In-Store,Afternoon,95.72,0
162,2022-05-25 12:00:00,Online,Morning,150.16,0
115,2022-05-25 18:00:00,In-Store,Afternoon,239.97,0
105,2022-05-26 00:00:00,Online,,,0
135,2022-05-26 06:00:00,In-Store,Morning,71.68,0
196,2022-05-26 12:00:00,Online,Morning,167.56,0
58,2022-05-26 18:00:00,In-Store,Evening,159.45,0
114,2022-05-27 00:00:00,In-Store,Evening,88.27,0
75,2022-05-27 06:00:00,In-Store,Morning,92.93,0
157,2022-05-27 12:00:00,Online,Morning,86.96,0
120,2022-05-27 18:00:00,In-Store,Morning,232.6,0
164,2022-05-28 00:00:00,Online,Afternoon,197.31,1
21,2022-05-28 06:00:00,Online,Afternoon,250.56,1
164,2022-05-28 12:00:00,In-Store,Afternoon,292.76,1
138,2022-05-28 18:00:00,In-Store,Morning,144.88,1
101,2022-05-29 00:00:00,In-Store,Evening,24.67,1
152,2022-05-29 06:00:00,Online,Morning,19.19,1
192,2022-05-29 12:00:00,In-Store,Afternoon,92.22,1
177,2022-05-29 18:00:00,Online,Afternoon,280.1,1
99,2022-05-30 00:00:00,Online,Morning,159.35,0
36,2022-05-30 06:00:00,In-Store,Morning,85.18,0
96,2022-05-30 12:00:00,In-Store,Afternoon,,0
152,2022-05-30 18:00:00,In-Store,Afternoon,181.59,0
151,2022-05-31 00:00:00,In-Store,Afternoon,197.62,0
190,2022-05-31 06:00:00,In-Store,Morning,50.41,0
37,2022-05-31 12:00:00,In-Store,Afternoon,293.22,0
12,2022-05-31 18:00:00,Online,Afternoon,165.71,0
113,2022-06-01 00:00:00,Online,Evening,,0
183,2022-06-01 06:00:00,Online,Morning,268.62,0
13,2022-06-01 12:00:00,In-Store,Evening,27.02,0
23,2022-06-01 18:00:00,Online,Evening,272.78,0
99,2022-06-02 00:00:00,Online,Afternoon,298.99,0
105,2022-06-02 06:00:00,Online,,211.63,0
30,2022-06-02 12:00:00,Online,Afternoon,232.28,0
17,2022-06-02 18:00:00,Online,Morning,,0
113,2022-06-03 00:00:00,In-Store,Evening,282.77,0
62,2022-06-03 06:00:00,In-Store,Morning,161.27,0
84,2022-06-03 12:00:00,Online,Afternoon,221.05,0
112,2022-06-03 18:00:00,Online,Afternoon,277.61,0
86,2022-06-04 00:00:00,Online,Afternoon,292.68,1
141,2022-06-04 06:00:00,In-Store,Morning,250.8,1
187,2022-06-04 12:00:00,In-Store,,94.39,1
19,2022-06-04 18:00:00,Online,,290.13,1
177,2022-06-05 00:00:00,In-Store,Morning,190.3,1
100,2022-06-05 06:00:00,In-Store,Afternoon,279.54,1
140,2022-06-05 12:00:00,Online,Evening,204.45,1
189,2022-06-05 18:00:00,In-Store,Afternoon,95.64,1
147,2022-06-06 00:00:00,In-Store,Morning,114.16,0
76,2022-06-06 06:00:00,Online,Afternoon,167.39,0
9,2022-06-06 12:00:00,In-Store,Evening,238.05,0
199,2022-06-06 18:00:00,In-Store,,,0
28,2022-06-07 00:00:00,Online,Afternoon,176.02,0
128,2022-06-07 06:00:00,In-Store,Morning,106.96,0
52,2022-06-07 12:00:00,In-Store,Afternoon,245.65,0
83,2022-06-07 18:00:00,Online,Morning,142.68,0
111,2022-06-08 00:00:00,Online,Afternoon,27.63,0
144,2022-06-08 06:00:00,Online,Evening,53.99,0
117,2022-06-08 12:00:00,In-Store,Morning,23.03,0
69,2022-06-08 18:00:00,Online,Morning,,0
99,2022-06-09 00:00:00,In-Store,Morning,36.37,0
140,2022-06-09 06:00:00,Online,Evening,38.67,0
25,2022-06-09 12:00:00,In-Store,Afternoon,282.61,0
180,2022-06-09 18:00:00,Online,Evening,262.43,0
123,2022-06-10 00:00:00,Online,Morning,138.37,0
53,2022-06-10 06:00:00,Online,Afternoon,295.81,0
151,2022-06-10 12:00:00,Online,Evening,5.06,0
144,2022-06-10 18:00:00,In-Store,,186.12,0
57,2022-06-11 00:00:00,Online,Morning,186.85,1
39,2022-06-11 06:00:00,Online,Evening,,1
109,2022-06-11 12:00:00,In-Store,Evening,122.1,1
181,2022-06-11 18:00:00,Online,Evening,139.34,1
42,2022-06-12 00:00:00,In-Store,Morning,127.41,1
186,2022-06-12 06:00:00,Online,Evening,220.5,1
167,2022-06-12 12:00:00,Online,Morning,44.93,1
142,2022-06-12 18:00:00,Online,Evening,63.3,1
122,2022-06-13 00:00:00,In-Store,Morning,58.25,0
133,2022-06-13 06:00:00,Online,Morning,82.43,0
163,2022-06-13 12:00:00,Online,Afternoon,159.95,0
75,2022-06-13 18:00:00,Online,Evening,37.81,0
146,2022-06-14 00:00:00,In-Store,,261.11,0
76,2022-06-14 06:00:00,In-Store,Morning,92.72,0
9,2022-06-14 12:00:00,Online,Morning,52.95,0
74,2022-06-14 18:00:00,In-Store,Morning,204.31,0
186,2022-06-15 00:00:00,Online,Afternoon,16.24,0
145,2022-06-15 06:00:00,Online,,187.89,0
7,2022-06-15 12:00:00,Online,Morning,210.97,0
174,2022-06-15 18:00:00,Online,Evening,68.4,0
141,2022-06-16 00:00:00,Online,Evening,17.38,0
168,2022-06-16 06:00:00,Online,Afternoon,112.28,0
170,2022-06-16 12:00:00,Online,Afternoon,34.09,0
137,2022-06-16 18:00:00,In-Store,Morning,39.36,0
178,2022-06-17 00:00:00,In-Store,Evening,80.01,0
27,2022-06-17 06:00:00,In-Store,Morning,92.16,0
122,2022-06-17 12:00:00,In-Store,Afternoon,161.34,0
194,2022-06-17 18:00:00,In-Store,Evening,205.13,0
5,2022-06-18 00:00:00,In-Store,Evening,179.87,1
29,2022-06-18 06:00:00,In-Store,Afternoon,48.77,1
165,2022-06-18 12:00:00,Online,Morning,55.77,1
166,2022-06-18 18:00:00,Online,Morning,264.24,1
83,2022-06-19 00:00:00,Online,Evening,169.71,1
136,2022-06-19 06:00:00,Online,Afternoon,261.63,1
109,2022-06-19 12:00:00,In-Store,Evening,114.61,1
65,2022-06-19 18:00:00,In-Store,,,1
86,2022-06-20 00:00:00,Online,Morning,159.48,0
145,2022-06-20 06:00:00,Online,Afternoon,,0
71,2022-06-20 12:00:00,In-Store,Morning,143.63,0
45,2022-06-20 18:00:00,Online,Afternoon,153.23,0
132,2022-06-21 00:00:00,Online,Evening,64.23,0
36,2022-06-21 06:00:00,Online,Morning,97.93,0
70,2022-06-21 12:00:00,Online,Evening,,0
159,2022-06-21 18:00:00,In-Store,Evening,275.16,0
19,2022-06-22 00:00:00,Online,Morning,111.14,0
189,2022-06-22 06:00:00,Online,Morning,95.56,0
108,2022-06-22 12:00:00,In-Store,Evening,62.58,0
182,2022-06-22 18:00:00,In-Store,Evening,205.15,0
167,2022-06-23 00:00:00,Online,Evening,100.31,0
91,2022-06-23 06:00:00,In-Store,Evening,296.39,0
90,2022-06-23 12:00:00,Online,Morning,101.08,0
19,2022-06-23 18:00:00,Online,Morning,121.27,0
39,2022-06-24 00:00:00,In-Store,Evening,182.98,0
126,2022-06-24 06:00:00,Online,Afternoon,241.5,0
195,2022-06-24 12:00:00,Online,,143.51,0
173,2022-06-24 18:00:00,Online,Morning,129.68,0
141,2022-06-25 00:00:00,Online,Evening,298.71,1
126,2022-06-25 06:00:00,In-Store,Evening,8.1,1
58,2022-06-25 12:00:00,In-Store,Morning,269.04,1
148,2022-06-25 18:00:00,Online,Afternoon,49.0,1
200,2022-06-26 00:00:00,In-Store,Afternoon,236.85,1
61,2022-06-26 06:00:00,Online,Afternoon,187.29,1
127,2022-06-26 12:00:00,Online,Morning,105.84,1
105,2022-06-26 18:00:00,Online,Afternoon,262.79,1
167,2022-06-27 00:00:00,Online,Morning,8.81,0
1,2022-06-27 06:00:00,Online,Morning,71.87,0
131,2022-06-27 12:00:00,In-Store,Evening,172.23,0
92,2022-06-27 18:00:00,Online,Afternoon,108.7,0
190,2022-06-28 00:00:00,In-Store,Morning,185.06,0
191,2022-06-28 06:00:00,In-Store,Afternoon,12.11,0
113,2022-06-28 12:00:00,Online,Afternoon,39.36,0
153,2022-06-28 18:00:00,Online,Evening,42.49,0
56,2022-06-29 00:00:00,Online,Afternoon,60.84,0
161,2022-06-29 06:00:00,Online,Evening,140.5,0
166,2022-06-29 12:00:00,Online,Morning,226.88,0
117,2022-06-29 18:00:00,In-Store,Afternoon,272.13,0
134,2022-06-30 00:00:00,Online,Morning,251.43,0
58,2022-06-30 06:00:00,Online,Afternoon,63.08,0
44,2022-06-30 12:00:00,In-Store,,135.14,0
173,2022-06-30 18:00:00,In-Store,,63.83,0
160,2022-07-01 00:00:00,Online,Afternoon,83.02,0
173,2022-07-01 06:00:00,In-Store,,153.55,0
61,2022-07-01 12:00:00,Online,Afternoon,25.09,0
47,2022-07-01 18:00:00,In-Store,Afternoon,69.36,0
149,2022-07-02 00:00:00,In-Store,Afternoon,280.94,1
80,2022-07-02 06:00:00,Online,Afternoon,142.5,1
118,2022-07-02 12:00:00,In-Store,Afternoon,136.39,1
164,2022-07-02 18:00:00,In-Store,Afternoon,,1
147,2022-07-03 00:00:00,In-Store,Morning,77.98,1
20,2022-07-03 06:00:00,In-Store,Evening,260.56,1
185,2022-07-03 12:00:00,In-Store,Afternoon,53.57,1
146,2022-07-03 18:00:00,In-Store,Evening,127.46,1
47,2022-07-04 00:00:00,Online,Afternoon,9.23,0
49,2022-07-04 06:00:00,Online,Afternoon,146.11,0
14,2022-07-04 12:00:00,In-Store,Morning,11.2,0
143,2022-07-04 18:00:00,Online,Morning,246.78,0
159,2022-07-05 00:00:00,Online,Evening,248.33,0
1,2022-07-05 06:00:00,Online,Morning,237.38,0
117,2022-07-05 12:00:00,In-Store,,88.59,0
54,2022-07-05 18:00:00,Online,Evening,251.98,0
118,2022-07-06 00:00:00,In-Store,Morning,165.18,0
3,2022-07-06 06:00:00,Online,Afternoon,115.27,0
144,2022-07-06 12:00:00,In-Store,Evening,189.47,0
185,2022-07-06 18:00:00,In-Store,Evening,8.64,0
12,2022-07-07 00:00:00,Online,Afternoon,47.17,0
74,2022-07-07 06:00:00,Online,Morning,223.98,0
16,2022-07-07 12:00:00,In-Store,Evening,77.03,0
200,2022-07-07 18:00:00,Online,Evening,181.41,0
102,2022-07-08 00:00:00,Online,Afternoon,118.61,0
152,2022-07-08 06:00:00,Online,Afternoon,257.17,0
156,2022-07-08 12:00:00,In-Store,Morning,285.96,0
117,2022-07-08 18:00:00,In-Store,Evening,265.65,0
8,2022-07-09 00:00:00,Online,Morning,84.83,1
122,2022-07-09 06:00:00,Online,Morning,62.28,1
92,2022-07-09 12:00:00,Online,Afternoon,,1
164,2022-07-09 18:00:00,In-Store,Evening,7.16,1
90,2022-07-10 00:00:00,In-Store,Evening,12.61,1
136,2022-07-10 06:00:00,Online,Evening,168.22,1
186,2022-07-10 12:00:00,Online,Afternoon,158.53,1
60,2022-07-10 18:00:00,Online,Afternoon,298.4,1
178,2022-07-11 00:00:00,Online,Afternoon,64.54,0
28,2022-07-11 06:00:00,Online,Afternoon,81.14,0
101,2022-07-11 12:00:00,Online,Afternoon,38.49,0
41,2022-07-11 18:00:00,In-Store,Evening,275.68,0
192,2022-07-12 00:00:00,Online,Morning,234.45,0
155,2022-07-12 06:00:00,In-Store,Evening,247.59,0
191,2022-07-12 12:00:00,Online,Morning,271.32,0
145,2022-07-12 18:00:00,Online,Afternoon,159.85,0
161,2022-07-13 00:00:00,In-Store,Morning,138.1,0
157,2022-07-13 06:00:00,In-Store,Evening,102.47,0
141,2022-07-13 12:00:00,In-Store,Evening,178.82,0
46,2022-07-13 18:00:00,In-Store,Morning,139.01,0
35,2022-07-14 00:00:00,Online,Afternoon,138.21,0
134,2022-07-14 06:00:00,In-Store,Afternoon,281.39,0
82,2022-07-14 12:00:00,Online,Evening,295.29,0
115,2022-07-14 18:00:00,In-Store,Morning,239.96,0
197,2022-07-15 00:00:00,Online,Afternoon,228.24,0
47,2022-07-15 06:00:00,Online,Afternoon,205.76,0
153,2022-07-15 12:00:00,Online,Evening,53.99,0
194,2022-07-15 18:00:00,Online,Afternoon,22.44,0
10,2022-07-16 00:00:00,Online,Morning,208.76,1
56,2022-07-16 06:00:00,Online,Evening,219.99,1
30,2022-07-16 12:00:00,In-Store,Evening,,1
109,2022-07-16 18:00:00,Online,Morning,278.78,1
5,2022-07-17 00:00:00,In-Store,,31.89,1
119,2022-07-17 06:00:00,In-Store,Afternoon,89.34,1
33,2022-07-17 12:00:00,Online,Afternoon,203.35,1
118,2022-07-17 18:00:00,In-Store,Morning,55.11,1
65,2022-07-18 00:00:00,Online,Afternoon,21.35,0
146,2022-07-18 06:00:00,In-Store,Morning,102.69,0
177,2022-07-18 12:00:00,Online,Morning,230.96,0
11,2022-07-18 18:00:00,In-Store,Afternoon,127.04,0
85,2022-07-19 00:00:00,Online,Morning,197.63,0
26,2022-07-19 06:00:00,Online,Afternoon,175.99,0
63,2022-07-19 12:00:00,Online,Evening,11.55,0
86,2022-07-19 18:00:00,Online,Evening,296.62,0
59,2022-07-20 00:00:00,In-Store,Morning,17.22,0
27,2022-07-20 06:00:00,Online,Afternoon,290.5,0
177,2022-07-20 12:00:00,In-Store,Afternoon,167.21,0
161,2022-07-20 18:00:00,In-Store,Evening,289.13,0
98,2022-07-21 00:00:00,In-Store,Evening,38.85,0
105,2022-07-21 06:00:00,Online,Afternoon,149.67,0
99,2022-07-21 12:00:00,In-Store,Morning,55.0,0
129,2022-07-21 18:00:00,In-Store,,20.04,0
149,2022-07-22 00:00:00,In-Store,Morning,187.17,0
55,2022-07-22 06:00:00,Online,,66.3,0
6,2022-07-22 12:00:00,Online,Evening,178.37,0
197,2022-07-22 18:00:00,In-Store,,38.15,0
95,2022-07-23 00:00:00,Online,Morning,102.94,1
133,2022-07-23 06:00:00,Online,Afternoon,235.58,1
102,2022-07-23 12:00:00,In-Store,Morning,133.93,1
3,2022-07-23 18:00:00,In-Store,Afternoon,190.18,1
181,2022-07-24 00:00:00,Online,Evening,196.0,1
23,2022-07-24 06:00:00,In-Store,Evening,253.91,1
53,2022-07-24 12:00:00,Online,Afternoon,100.85,1
165,2022-07-24 18:00:00,Online,Evening,207.75,1
83,2022-07-25 00:00:00,Online,Morning,288.68,0
145,2022-07-25 06:00:00,Online,,220.42,0
85,2022-07-25 12:00:00,Online,Morning,149.51,0
78,2022-07-25 18:00:00,Online,Evening,191.06,0
110,2022-07-26 00:00:00,In-Store,Morning,223.21,0
1,2022-07-26 06:00:00,In-Store,Evening,185.62,0
51,2022-07-26 12:00:00,Online,Morning,9.92,0
173,2022-07-26 18:00:00,Online,Afternoon,62.46,0
4,2022-07-27 00:00:00,Online,Evening,244.09,0
190,2022-07-27 06:00:00,In-Store,Evening,85.43,0
193,2022-07-27 12:00:00,Online,Morning,,0
113,2022-07-27 18:00:00,In-Store,Evening,114.78,0
32,2022-07-28 00:00:00,Online,Evening,,0
34,2022-07-28 06:00:00,Online,Afternoon,25.05,0
92,2022-07-28 12:00:00,In-Store,Afternoon,58.46,0
95,2022-07-28 18:00:00,In-Store,Morning,287.37,0
72,2022-07-29 00:00:00,Online,Afternoon,267.59,0
39,2022-07-29 06:00:00,Online,Morning,197.42,0
154,2022-07-29 12:00:00,Online,Morning,140.6,0
162,2022-07-29 18:00:00,In-Store,Morning,204.35,0
182,2022-07-30 00:00:00,In-Store,Evening,187.49,1
118,2022-07-30 06:00:00,In-Store,Afternoon,172.72,1
3,2022-07-30 12:00:00,In-Store,Morning,22.46,1
123,2022-07-30 18:00:00,In-Store,Afternoon,191.68,1
50,2022-07-31 00:00:00,In-Store,Morning,231.83,1
12,2022-07-31 06:00:00,Online,Afternoon,298.25,1
193,2022-07-31 12:00:00,Online,Afternoon,8.27,1
54,2022-07-31 18:00:00,In-Store,Morning,220.4,1
133,2022-08-01 00:00:00,Online,Evening,173.68,0
57,2022-08-01 06:00:00,Online,Afternoon,133.05,0
145,2022-08-01 12:00:00,In-Store,,42.63,0
112,2022-08-01 18:00:00,Online,,125.68,0
47,2022-08-02 00:00:00,In-Store,,109.54,0
151,2022-08-02 06:00:00,In-Store,Morning,94.33,0
85,2022-08-02 12:00:00,Online,Morning,220.61,0
142,2022-08-02 18:00:00,In-Store,Afternoon,211.71,0
66,2022-08-03 00:00:00,In-Store,Morning,178.76,0
75,2022-08-03 06:00:00,In-Store,Morning,281.91,0
179,2022-08-03 12:00:00,In-Store,Afternoon,108.21,0
103,2022-08-03 18:00:00,In-Store,Afternoon,76.92,0
166,2022-08-04 00:00:00,In-Store,Morning,198.49,0
192,2022-08-04 06:00:00,In-Store,Morning,63.65,0
38,2022-08-04 12:00:00,In-Store,Morning,97.93,0
50,2022-08-04 18:00:00,Online,Morning,71.26,0
98,2022-08-05 00:00:00,Online,,25.4,0
82,2022-08-05 06:00:00,Online,Evening,249.11,0
30,2022-08-05 12:00:00,In-Store,Morning,80.09,0
79,2022-08-05 18:00:00,In-Store,,144.54,0
91,2022-08-06 00:00:00,Online,Afternoon,17.78,1
179,2022-08-06 06:00:00,Online,Evening,211.31,1
191,2022-08-06 12:00:00,Online,Evening,102.52,1
52,2022-08-06 18:00:00,In-Store,Morning,224.7,1
166,2022-08-07 00:00:00,Online,Evening,126.66,1
79,2022-08-07 06:00:00,Online,Evening,62.75,1
30,2022-08-07 12:00:00,In-Store,Evening,156.39,1
106,2022-08-07 18:00:00,Online,Evening,43.5,1
51,2022-08-08 00:00:00,In-Store,Afternoon,134.96,0
81,2022-08-08 06:00:00,In-Store,Morning,98.61,0
133,2022-08-08 12:00:00,In-Store,,274.03,0
29,2022-08-08 18:00:00,Online,Afternoon,22.97,0
132,2022-08-09 00:00:00,Online,Evening,209.74,0
138,2022-08-09 06:00:00,In-Store,Afternoon,58.91,0
184,2022-08-09 12:00:00,Online,Evening,99.12,0
145,2022-08-09 18:00:00,Online,Afternoon,,0
74,2022-08-10 00:00:00,Online,Morning,272.86,0
17,2022-08-10 06:00:00,Online,Morning,76.56,0
84,2022-08-10 12:00:00,In-Store,Morning,31.94,0
69,2022-08-10 18:00:00,Online,Evening,99.01,0
34,2022-08-11 00:00:00,In-Store,Evening,35.88,0
6,2022-08-11 06:00:00,In-Store,Afternoon,42.94,0
53,2022-08-11 12:00:00,Online,Afternoon,174.29,0
194,2022-08-11 18:00:00,In-Store,Morning,22.97,0
126,2022-08-12 00:00:00,Online,Evening,,0
43,2022-08-12 06:00:00,Online,,215.75,0
115,2022-08-12 12:00:00,In-Store,Evening,111.69,0
111,2022-08-12 18:00:00,In-Store,Evening,41.99,0
151,2022-08-13 00:00:00,In-Store,Morning,79.82,1
183,2022-08-13 06:00:00,In-Store,Morning,194.42,1
80,2022-08-13 12:00:00,Online,Evening,86.28,1
95,2022-08-13 18:00:00,Online,Evening,150.88,1
118,2022-08-14 00:00:00,Online,Evening,40.9,1
144,2022-08-14 06:00:00,In-Store,Evening,178.49,1
8,2022-08-14 12:00:00,In-Store,Morning,98.24,1
132,2022-08-14 18:00:00,In-Store,Afternoon,189.96,1
104,2022-08-15 00:00:00,Online,Morning,243.48,0
132,2022-08-15 06:00:00,In-Store,Afternoon,185.44,0
184,2022-08-15 12:00:00,Online,Evening,92.25,0
25,2022-08-15 18:00:00,In-Store,Afternoon,80.44,0
195,2022-08-16 00:00:00,Online,Morning,101.59,0
96,2022-08-16 06:00:00,Online,Morning,53.56,0
195,2022-08-16 12:00:00,In-Store,Evening,58.45,0
155,2022-08-16 18:00:00,In-Store,Morning,238.25,0
93,2022-08-17 00:00:00,Online,Evening,118.5,0
160,2022-08-17 06:00:00,Online,Morning,133.62,0
178,2022-08-17 12:00:00,In-Store,Morning,180.24,0
61,2022-08-17 18:00:00,In-Store,Evening,178.95,0
122,2022-08-18 00:00:00,Online,Afternoon,24.88,0
51,2022-08-18 06:00:00,In-Store,Morning,250.3,0
147,2022-08-18 12:00:00,Online,Afternoon,57.31,0
21,2022-08-18 18:00:00,Online,Morning,218.31,0
5,2022-08-19 00:00:00,In-Store,Morning,232.94,0
92,2022-08-19 06:00:00,In-Store,Morning,215.9,0
170,2022-08-19 12:00:00,In-Store,Morning,175.8,0
61,2022-08-19 18:00:00,In-Store,Afternoon,9.31,0
22,2022-08-20 00:00:00,In-Store,Afternoon,111.31,1
149,2022-08-20 06:00:00,Online,Morning,183.43,1
70,2022-08-20 12:00:00,Online,Morning,119.3,1
1,2022-08-20 18:00:00,In-Store,Afternoon,259.73,1
133,2022-08-21 00:00:00,In-Store,Evening,96.1,1
12,2022-08-21 06:00:00,In-Store,Evening,91.59,1
90,2022-08-21 12:00:00,Online,Afternoon,83.47,1
46,2022-08-21 18:00:00,In-Store,Morning,103.17,1
34,2022-08-22 00:00:00,In-Store,Morning,169.43,0
177,2022-08-22 06:00:00,Online,Evening,213.57,0
78,2022-08-22 12:00:00,Online,Evening,,0
45,2022-08-22 18:00:00,In-Store,Afternoon,243.28,0
155,2022-08-23 00:00:00,In-Store,Evening,266.34,0
73,2022-08-23 06:00:00,In-Store,Afternoon,,0
26,2022-08-23 12:00:00,Online,Evening,10.59,0
47,2022-08-23 18:00:00,In-Store,Evening,222.1,0
121,2022-08-24 00:00:00,In-Store,Evening,66.48,0
56,2022-08-24 06:00:00,In-Store,Morning,44.21,0
94,2022-08-24 12:00:00,Online,Morning,193.35,0
107,2022-08-24 18:00:00,Online,Morning,99.32,0
63,2022-08-25 00:00:00,In-Store,Evening,21.85,0
48,2022-08-25 06:00:00,In-Store,Afternoon,45.6,0
61,2022-08-25 12:00:00,Online,Afternoon,5.27,0
81,2022-08-25 18:00:00,Online,Afternoon,271.45,0
26,2022-08-26 00:00:00,Online,Afternoon,12.26,0
36,2022-08-26 06:00:00,Online,Morning,66.79,0
1,2022-08-26 12:00:00,Online,Morning,127.8,0
8,2022-08-26 18:00:00,Online,Evening,110.19,0
113,2022-08-27 00:00:00,Online,Evening,273.96,1
99,2022-08-27 06:00:00,Online,Afternoon,16.89,1
180,2022-08-27 12:00:00,Online,Morning,156.1,1
47,2022-08-27 18:00:00,In-Store,Afternoon,205.74,1
127,2022-08-28 00:00:00,In-Store,Evening,279.85,1
