customer_id,prev_slot,morning_ratio,is_weekend,Channel,Sex,Age,Amount,time_slot
465,Evening,0.99,1,In-Store,F,65.0,17.05,Morning
466,Evening,0.94,0,Online,F,28.0,384.53,Morning
467,Morning,0.04,1,In-Store,M,30.0,315.63,Evening
468,Afternoon,0.71,0,Online,M,67.0,383.53,Evening
469,Morning,0.93,1,In-Store,F,28.0,29.08,Evening
470,Evening,0.18,0,In-Store,F,48.0,420.19,Afternoon
471,Evening,0.57,0,Online,M,45.0,313.57,Afternoon
472,Afternoon,0.92,0,Online,M,61.0,286.06,Morning
473,Evening,,1,In-Store,M,,316.06,Evening
474,Morning,0.7,0,Online,M,58.0,433.57,Morning
475,Afternoon,0.3,1,Online,F,33.0,297.6,Morning
476,Morning,0.92,1,Online,M,21.0,294.67,Afternoon
477,Morning,0.97,0,Online,F,52.0,495.43,Morning
478,Afternoon,0.94,0,Online,F,77.0,380.8,Morning
479,Morning,0.47,0,In-Store,F,65.0,226.72,Evening
480,Evening,0.86,1,,M,73.0,356.62,Morning
481,Morning,0.84,0,Online,M,76.0,200.72,Morning
482,Afternoon,0.32,1,In-Store,F,43.0,122.15,Morning
483,Afternoon,0.83,1,In-Store,F,79.0,302.46,Afternoon
484,Afternoon,0.04,0,Online,F,74.0,464.81,Evening
485,Morning,0.6,0,In-Store,M,29.0,465.28,Morning
486,Afternoon,0.23,0,Online,F,28.0,177.53,Evening
487,Afternoon,0.12,0,,M,54.0,268.56,Afternoon
488,,0.08,0,In-Store,F,42.0,113.7,Evening
489,Evening,0.7,0,Online,F,,497.86,Morning
490,Morning,0.34,1,Online,F,36.0,490.75,Afternoon
491,Afternoon,0.72,1,Online,M,40.0,328.26,Evening
492,Afternoon,0.07,1,Online,M,72.0,404.16,Afternoon
493,Morning,0.32,0,Online,F,55.0,360.4,Morning
494,Evening,0.54,1,In-Store,M,71.0,300.65,Afternoon
495,Afternoon,0.79,1,In-Store,F,35.0,36.14,Evening
496,Afternoon,0.32,1,Online,M,43.0,232.83,Afternoon
497,Afternoon,0.63,1,Online,M,23.0,340.65,Morning
498,,0.89,1,In-Store,M,21.0,341.99,Morning
499,Afternoon,0.62,0,Online,F,61.0,192.83,Morning
500,Evening,0.23,0,In-Store,M,68.0,471.43,Morning
501,Afternoon,0.02,1,Online,M,46.0,92.0,Evening
502,Afternoon,0.87,1,Online,F,76.0,255.18,Evening
503,Evening,0.02,1,Online,F,,348.53,Afternoon
504,Afternoon,0.87,0,Online,F,,351.6,Morning
505,Morning,0.53,0,Online,F,34.0,327.83,Morning
506,Morning,0.94,1,Online,M,60.0,144.89,Morning
507,Morning,0.8,0,Online,M,60.0,86.54,Evening
508,Evening,1.0,0,In-Store,M,,321.61,Morning
509,,0.35,1,In-Store,M,33.0,303.66,Afternoon
510,Morning,0.77,0,In-Store,M,19.0,97.88,Afternoon
511,,,0,Online,F,51.0,355.52,Afternoon
512,Afternoon,0.48,1,Online,M,72.0,233.03,Afternoon
513,Evening,0.63,0,Online,M,25.0,337.2,Morning
514,Morning,0.87,0,Online,M,30.0,420.31,Evening
515,Morning,,1,Online,F,59.0,93.17,Evening
516,Morning,0.77,0,Online,F,25.0,19.38,Afternoon
517,Evening,0.42,0,,M,47.0,391.76,Evening
518,,0.42,1,In-Store,F,49.0,308.75,Morning
519,Morning,0.74,1,Online,F,53.0,,Morning
520,Evening,0.24,1,In-Store,F,64.0,420.7,Afternoon
521,Morning,0.11,0,In-Store,F,47.0,403.38,Afternoon
522,Morning,0.35,1,Online,F,18.0,480.85,Afternoon
523,Afternoon,0.29,0,,F,60.0,272.61,Afternoon
524,Evening,0.3,1,In-Store,F,56.0,249.36,Morning
525,,0.23,0,In-Store,M,34.0,206.92,Afternoon
526,Morning,,1,Online,M,76.0,85.31,Afternoon
527,Evening,0.02,1,Online,F,37.0,290.58,Evening
528,Afternoon,0.99,1,In-Store,M,41.0,145.74,Morning
529,Afternoon,0.43,1,Online,M,67.0,461.44,Morning
530,Morning,0.38,0,Online,F,39.0,295.76,Afternoon
531,Evening,0.68,1,Online,M,46.0,,Afternoon
532,Afternoon,0.22,1,In-Store,F,39.0,183.91,Evening
533,,,0,In-Store,F,61.0,35.47,Morning
534,,0.79,1,In-Store,F,26.0,25.55,Morning
535,Morning,0.09,0,Online,M,54.0,,Evening
536,Afternoon,,1,Online,M,27.0,51.44,Afternoon
537,Morning,,1,In-Store,M,53.0,307.36,Morning
538,,0.94,1,In-Store,M,54.0,441.68,Morning
539,Afternoon,0.47,0,In-Store,F,45.0,442.63,Evening
540,Afternoon,,1,Online,F,45.0,332.93,Morning
541,Afternoon,0.17,1,,M,59.0,113.5,Afternoon
542,Afternoon,0.99,1,,F,60.0,432.87,Morning
543,Evening,0.23,0,Online,F,38.0,444.19,Morning
544,,0.94,0,Online,M,41.0,106.36,Morning
545,Evening,,1,Online,F,59.0,371.34,Afternoon
546,Afternoon,0.61,0,In-Store,M,77.0,150.39,Morning
547,Morning,0.51,1,Online,F,57.0,403.29,Evening
548,Afternoon,0.23,1,Online,M,19.0,498.65,Evening
549,Morning,0.18,1,In-Store,F,72.0,24.71,Afternoon
550,,0.22,1,Online,F,25.0,449.71,Evening
551,Morning,0.19,1,In-Store,M,65.0,315.09,Morning
552,Morning,0.78,1,In-Store,M,44.0,486.96,Morning
553,Morning,0.35,1,Online,M,39.0,237.85,Afternoon
554,Morning,0.06,0,Online,M,54.0,425.22,Evening
555,Morning,0.97,0,Online,F,44.0,40.57,Afternoon
556,Afternoon,0.88,0,Online,F,74.0,174.29,Morning
557,Morning,0.93,0,Online,M,46.0,42.84,Evening
558,,0.99,0,,F,20.0,487.92,Morning
559,Evening,0.17,0,In-Store,M,61.0,410.32,Evening
560,Morning,0.4,0,In-Store,M,30.0,427.75,Evening
561,Evening,0.76,1,Online,F,62.0,469.6,Morning
562,Afternoon,0.7,1,In-Store,F,27.0,51.7,Afternoon
563,Morning,0.15,1,Online,M,53.0,198.94,Morning
564,Evening,0.82,1,In-Store,M,26.0,44.81,Morning
565,Evening,0.22,0,,M,71.0,113.29,Afternoon
566,Afternoon,0.22,0,In-Store,F,73.0,122.39,Afternoon
567,Morning,0.54,1,Online,F,72.0,,Evening
568,Morning,,1,In-Store,F,44.0,141.6,Afternoon
569,Evening,0.58,0,Online,F,51.0,59.48,Morning
570,,0.09,1,In-Store,M,68.0,92.07,Evening
571,Evening,0.88,1,In-Store,M,18.0,82.17,Evening
572,Morning,0.27,1,In-Store,M,49.0,486.81,Morning
573,Evening,0.13,1,In-Store,M,42.0,382.05,Evening
574,Morning,0.89,0,In-Store,M,46.0,484.2,Morning
575,Afternoon,0.96,1,Online,M,24.0,225.47,Evening
576,Morning,0.86,1,Online,F,,146.4,Morning
577,Morning,0.81,0,In-Store,F,20.0,401.16,Morning
578,Afternoon,0.66,0,In-Store,M,37.0,169.86,Morning
579,Morning,,1,In-Store,M,37.0,156.7,Afternoon
580,Afternoon,0.09,0,In-Store,F,70.0,123.93,Afternoon
581,Morning,0.41,1,Online,F,47.0,73.54,Morning
582,Evening,0.37,1,In-Store,F,52.0,135.67,Afternoon
583,Evening,,0,Online,F,52.0,,Evening
584,Morning,0.72,1,In-Store,M,66.0,340.26,Morning
585,Morning,0.5,1,Online,M,56.0,40.66,Morning
586,Morning,0.08,1,In-Store,M,44.0,113.15,Afternoon
587,Evening,0.22,1,,M,43.0,406.42,Morning
588,Morning,0.68,0,Online,M,,81.99,Evening
589,Evening,0.08,0,In-Store,F,34.0,177.9,Evening
590,Afternoon,0.85,1,In-Store,M,35.0,433.68,Morning
591,Evening,0.5,0,,F,62.0,85.91,Morning
592,Evening,0.48,1,Online,M,69.0,50.54,Evening
593,,0.59,1,In-Store,M,,,Afternoon
594,Evening,0.82,1,In-Store,M,37.0,158.19,Evening
595,Morning,0.35,1,Online,M,70.0,286.07,Afternoon
596,Morning,0.68,1,Online,M,44.0,403.86,Evening
597,,0.57,0,Online,F,35.0,77.2,Afternoon
598,Morning,0.27,1,In-Store,F,21.0,294.54,Afternoon
599,Evening,0.88,0,In-Store,F,18.0,257.7,Evening
600,Morning,0.8,0,In-Store,M,,,Morning
601,Morning,0.66,1,Online,M,18.0,315.76,Afternoon
602,Evening,0.85,1,In-Store,F,75.0,144.08,Morning
603,Morning,0.87,1,In-Store,M,43.0,249.04,Afternoon
604,,0.71,1,Online,M,62.0,50.31,Afternoon
605,Morning,0.84,1,Online,F,37.0,235.2,Morning
606,Morning,0.7,0,Online,M,69.0,160.17,Morning
607,Afternoon,,1,Online,F,40.0,412.97,Afternoon
608,Afternoon,0.62,1,Online,M,27.0,37.92,Evening
609,Evening,0.75,0,In-Store,F,76.0,215.12,Morning
610,Afternoon,0.16,0,Online,M,28.0,234.63,Morning
611,Evening,0.88,1,In-Store,M,58.0,365.25,Afternoon
612,Afternoon,0.87,0,In-Store,F,58.0,291.4,Morning
613,Morning,0.03,1,,M,22.0,336.93,Afternoon
614,Evening,0.83,0,Online,M,75.0,390.75,Morning
615,Evening,0.13,0,,F,18.0,432.48,Morning
616,Morning,0.34,1,In-Store,M,34.0,163.8,Morning
617,Evening,0.74,0,Online,F,39.0,273.63,Morning
618,Evening,,0,Online,M,51.0,421.65,Morning
619,Afternoon,,0,Online,M,73.0,494.83,Morning
620,Evening,0.83,0,,M,62.0,445.86,Morning
621,Morning,0.51,0,Online,M,58.0,192.02,Afternoon
622,Afternoon,0.01,0,In-Store,F,,105.63,Afternoon
623,Afternoon,0.29,1,In-Store,M,21.0,249.8,Evening
624,Morning,0.62,1,In-Store,F,22.0,373.4,Morning
625,Morning,0.98,0,Online,M,28.0,,Morning
626,Afternoon,0.63,1,Online,M,73.0,246.76,Morning
627,Evening,0.26,1,Online,M,,420.73,Morning
628,Afternoon,0.63,1,,M,38.0,187.09,Afternoon
629,Morning,0.54,0,Online,F,,431.3,Afternoon
630,Afternoon,0.78,1,Online,F,29.0,209.33,Evening
631,Morning,0.11,0,Online,F,,170.83,Afternoon
632,Afternoon,0.76,1,In-Store,F,68.0,232.46,Evening
633,Evening,0.54,0,Online,M,36.0,383.6,Morning
634,Afternoon,0.96,0,In-Store,F,62.0,71.74,Morning
635,Afternoon,0.34,1,,F,77.0,106.25,Morning
636,Morning,0.63,1,In-Store,M,,476.21,Morning
637,Morning,0.93,0,In-Store,M,64.0,95.99,Morning
638,Morning,0.1,1,In-Store,M,72.0,288.19,Evening
639,Afternoon,0.94,1,Online,M,24.0,293.86,Morning
640,Evening,0.69,1,Online,F,,249.92,Evening
641,Morning,0.07,0,In-Store,F,57.0,325.93,Evening
642,Morning,0.3,0,In-Store,M,22.0,122.62,Morning
643,Afternoon,,1,,M,38.0,280.8,Morning
644,Morning,0.07,1,Online,M,31.0,192.36,Afternoon
645,Evening,0.58,1,In-Store,F,21.0,334.22,Morning
646,Evening,0.35,0,Online,F,40.0,,Morning
647,Morning,0.62,0,Online,M,59.0,289.73,Morning
648,Morning,0.05,1,Online,M,37.0,100.78,Afternoon
649,Afternoon,0.87,1,Online,F,32.0,146.54,Morning
650,Evening,0.97,1,In-Store,M,67.0,117.17,Evening
651,Evening,0.97,1,Online,M,69.0,99.59,Afternoon
652,,0.75,1,Online,F,62.0,414.6,Evening
653,Afternoon,0.13,1,In-Store,M,,150.0,Morning
654,Evening,0.76,0,In-Store,F,25.0,464.29,Morning
655,Evening,0.02,1,Online,M,58.0,485.26,Afternoon
656,Afternoon,0.02,0,Online,M,65.0,289.92,Morning
657,Afternoon,0.32,1,Online,F,36.0,,Morning
658,Evening,0.49,1,Online,F,65.0,,Afternoon
659,Evening,0.77,0,In-Store,M,56.0,400.89,Afternoon
660,Afternoon,0.68,0,In-Store,F,63.0,190.02,Morning
661,,0.45,0,In-Store,M,45.0,52.64,Afternoon
662,Morning,0.27,0,Online,M,63.0,282.82,Afternoon
663,Morning,1.0,1,Online,F,74.0,424.11,Morning
664,Afternoon,0.43,0,Online,M,44.0,400.0,Morning
665,Afternoon,,1,Online,M,21.0,95.81,Morning
666,Afternoon,0.16,0,In-Store,F,75.0,339.65,Morning
667,Morning,0.79,1,In-Store,F,32.0,118.05,Evening
668,Evening,0.69,1,Online,M,52.0,116.92,Afternoon
669,,0.22,1,In-Store,F,54.0,438.3,Evening
670,Evening,0.08,1,Online,F,18.0,132.34,Afternoon
671,Morning,,1,Online,F,20.0,138.99,Morning
672,Evening,0.65,1,In-Store,F,64.0,10.32,Morning
673,Morning,0.27,0,Online,M,41.0,436.63,Morning
674,Afternoon,0.95,1,Online,M,44.0,398.37,Morning
675,Morning,0.15,0,In-Store,M,57.0,317.39,Evening
676,Evening,0.43,0,Online,F,78.0,377.63,Afternoon
677,Morning,0.94,1,Online,F,53.0,84.5,Morning
678,,0.42,0,In-Store,F,51.0,234.58,Afternoon
679,Morning,0.64,1,Online,F,46.0,182.1,Evening
680,Afternoon,0.4,0,In-Store,F,41.0,55.95,Morning
681,Morning,,1,,F,41.0,248.2,Morning
682,Afternoon,0.98,0,In-Store,F,59.0,461.16,Morning
683,,0.41,1,In-Store,M,21.0,29.63,Evening
684,Morning,,1,,M,20.0,152.82,Evening
685,Morning,0.23,1,,F,51.0,111.7,Morning
686,Morning,0.21,1,In-Store,F,74.0,126.69,Evening
687,Evening,0.03,0,In-Store,F,66.0,455.13,Evening
688,Morning,0.65,1,In-Store,M,40.0,239.35,Morning
689,Afternoon,0.37,0,In-Store,M,70.0,238.49,Afternoon
690,Morning,0.86,0,In-Store,F,73.0,382.68,Morning
691,Evening,0.47,0,Online,F,69.0,85.7,Evening
692,Morning,0.97,1,Online,M,40.0,248.76,Morning
693,Evening,0.19,0,Online,M,62.0,220.69,Evening
694,Evening,0.87,0,Online,M,22.0,302.49,Morning
695,Morning,0.78,0,Online,M,48.0,,Afternoon
696,Afternoon,0.77,1,,F,79.0,387.03,Morning
697,Evening,0.84,1,Online,M,70.0,204.95,Morning
698,Morning,0.76,0,,M,79.0,415.5,Evening
699,Morning,0.63,1,Online,F,58.0,93.65,Evening
700,Afternoon,0.13,1,In-Store,M,74.0,,Evening
701,Evening,0.03,0,In-Store,M,78.0,110.18,Morning
702,Evening,,0,Online,M,74.0,176.8,Afternoon
703,Morning,0.62,1,In-Store,F,77.0,260.18,Morning
704,Morning,0.8,0,In-Store,M,71.0,311.41,Morning
705,Afternoon,0.48,1,In-Store,F,23.0,456.2,Afternoon
706,Afternoon,0.12,1,,F,54.0,,Afternoon
707,Evening,0.13,1,Online,M,74.0,255.63,Afternoon
708,Evening,0.69,1,Online,M,27.0,34.62,Evening
709,Morning,,1,Online,M,57.0,,Morning
710,Evening,0.2,1,Online,M,24.0,280.07,Evening
711,Afternoon,0.49,0,Online,F,56.0,224.71,Morning
712,Afternoon,0.06,0,Online,M,55.0,421.2,Morning
713,Morning,0.58,1,Online,M,38.0,88.73,Morning
714,Afternoon,0.27,1,Online,M,78.0,22.24,Evening
715,,0.8,1,Online,F,37.0,230.03,Evening
716,Afternoon,0.31,0,Online,M,20.0,126.36,Evening
717,Afternoon,0.46,1,In-Store,M,68.0,34.31,Evening
718,Morning,0.01,0,Online,F,39.0,365.05,Afternoon
719,Morning,0.07,1,In-Store,F,64.0,64.68,Afternoon
720,Evening,0.39,1,In-Store,M,21.0,308.08,Afternoon
721,Afternoon,0.48,0,In-Store,M,,147.71,Afternoon
722,Evening,0.6,0,In-Store,M,29.0,95.01,Morning
723,Morning,0.29,1,Online,M,55.0,196.08,Afternoon
724,Morning,0.69,1,,M,68.0,402.71,Afternoon
725,Morning,0.86,1,,F,53.0,202.13,Morning
726,,0.78,0,Online,F,64.0,377.88,Morning
727,Morning,0.04,0,In-Store,M,58.0,71.49,Afternoon
728,Morning,0.48,0,Online,M,22.0,388.66,Afternoon
729,Morning,0.1,0,In-Store,F,30.0,126.1,Afternoon
730,Afternoon,0.24,0,In-Store,M,40.0,341.92,Morning
731,Evening,0.99,0,Online,M,75.0,287.23,Afternoon
732,Morning,0.14,1,Online,M,67.0,465.28,Morning
733,Afternoon,,1,In-Store,M,47.0,199.79,Morning
734,Afternoon,0.62,0,Online,M,79.0,42.42,Evening
735,Evening,0.7,1,Online,F,,19.39,Afternoon
736,Morning,0.56,1,,M,42.0,415.16,Morning
737,Evening,0.01,0,In-Store,M,65.0,267.12,Evening
738,Morning,,1,In-Store,M,44.0,389.87,Afternoon
739,Afternoon,,0,Online,F,68.0,124.87,Evening
740,Afternoon,0.09,0,Online,F,31.0,179.09,Evening
741,Afternoon,0.35,1,Online,F,74.0,24.75,Afternoon
742,Afternoon,0.03,0,Online,F,,481.13,Afternoon
743,Evening,0.08,0,Online,M,65.0,,Morning
744,Morning,0.4,0,In-Store,F,76.0,467.27,Morning
745,Morning,,0,Online,M,64.0,140.09,Afternoon
746,Evening,0.57,0,In-Store,M,71.0,309.62,Afternoon
747,Morning,,0,Online,F,53.0,342.46,Morning
748,Afternoon,0.8,0,In-Store,F,56.0,,Morning
749,Morning,0.2,0,Online,F,33.0,425.57,Morning
750,Afternoon,0.17,1,,F,73.0,474.11,Afternoon
751,Evening,0.1,1,,F,39.0,,Afternoon
752,,0.64,1,In-Store,M,38.0,372.14,Afternoon
753,Evening,0.71,0,In-Store,F,71.0,145.96,Morning
754,Morning,0.03,0,In-Store,F,38.0,147.99,Afternoon
755,Afternoon,0.94,1,In-Store,F,25.0,482.05,Evening
756,Evening,0.05,1,,M,66.0,15.04,Afternoon
757,Morning,0.54,1,In-Store,F,33.0,360.86,Morning
758,Afternoon,0.71,0,Online,M,76.0,356.06,Morning
759,Evening,0.87,1,In-Store,F,72.0,315.12,Afternoon
760,Evening,0.71,1,,F,48.0,495.15,Morning
761,Morning,0.8,0,Online,M,59.0,162.82,Morning
762,Morning,0.34,1,Online,F,27.0,176.59,Afternoon
763,Morning,0.81,0,Online,M,49.0,48.68,Evening
764,Afternoon,0.08,0,Online,M,76.0,226.97,Afternoon
765,Morning,0.89,0,In-Store,M,51.0,137.91,Morning
766,Evening,0.55,1,In-Store,F,,178.26,Evening
767,Evening,0.82,1,In-Store,F,26.0,,Morning
768,Morning,0.45,0,,F,,468.39,Evening
769,Morning,0.64,1,In-Store,M,28.0,101.01,Afternoon
770,Evening,,1,In-Store,F,49.0,192.53,Evening
771,,0.73,1,In-Store,M,27.0,,Morning
772,Morning,0.08,1,In-Store,F,39.0,40.29,Evening
773,Morning,0.06,0,In-Store,M,74.0,55.26,Evening
774,Evening,0.25,1,Online,M,34.0,89.77,Afternoon
775,Morning,0.16,0,In-Store,M,21.0,301.65,Morning
776,Afternoon,0.87,0,Online,F,65.0,83.73,Morning
777,,0.22,1,Online,M,69.0,484.36,Morning
778,Morning,0.98,0,,M,64.0,228.89,Morning
779,Evening,0.34,1,Online,M,,255.74,Morning
780,Morning,0.18,1,Online,M,,130.86,Afternoon
781,Morning,0.79,0,In-Store,M,38.0,240.77,Morning
782,Morning,0.66,0,In-Store,M,54.0,334.34,Morning
783,Afternoon,0.5,0,In-Store,F,55.0,378.08,Afternoon
784,Afternoon,0.56,0,Online,F,66.0,379.4,Morning
785,Evening,,1,,M,18.0,293.17,Morning
786,Morning,0.23,1,In-Store,F,42.0,453.14,Morning
787,Morning,1.0,1,Online,F,68.0,410.53,Morning
788,Afternoon,0.97,0,Online,M,53.0,380.95,Morning
789,Morning,0.65,0,Online,M,34.0,,Morning
790,Afternoon,0.2,0,Online,M,58.0,13.37,Afternoon
791,Morning,0.68,1,In-Store,F,41.0,114.1,Evening
792,Evening,,0,Online,M,19.0,335.13,Morning
793,Morning,0.03,1,Online,F,57.0,211.49,Evening
794,Morning,0.26,0,In-Store,M,32.0,207.18,Afternoon
795,Afternoon,0.46,1,In-Store,F,49.0,,Evening
796,Morning,0.87,1,Online,M,56.0,448.83,Evening
797,Morning,0.73,0,In-Store,M,76.0,455.5,Morning
798,Afternoon,0.74,0,Online,F,,163.8,Morning
799,Evening,0.43,1,Online,F,,,Evening
800,Evening,0.35,1,In-Store,F,64.0,143.1,Afternoon
